route_id,service_id,trip_id,trip_short_name,direction_id
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6249,6249,0
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6250,6250,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6251,6251,0
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6252,6252,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6253,6253,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6254,6254,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6255,6255,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6256,6256,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6257,6257,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6258,6258,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6259,6259,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6260,6260,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6261,6261,0
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6262,6262,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6263,6263,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6264,6264,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6265,6265,0
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6266,6266,1
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6267,6267,1
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6268,6268,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6269,6269,1
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6270,6270,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6271,6271,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6272,6272,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6273,6273,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6274,6274,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6275,6275,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6276,6276,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6277,6277,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6278,6278,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6279,6279,1
01A_1,chouette:TimeTable:4778f21a-e266-4659-b90e-db2d7022bf05:LOC,6280,6280,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6281,6281,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6282,6282,1
01A_1,chouette:TimeTable:4d924914-9709-4a58-9166-ef1621faa029:LOC,6283,6283,1
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6285,6285,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6286,6286,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6287,6287,0
01B_1,chouette:TimeTable:371e751a-3957-4900-a8cd-1b85d5e70297:LOC,6288,6288,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6289,6289,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6290,6290,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6291,6291,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6292,6292,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6293,6293,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6294,6294,0
01B_1,chouette:TimeTable:1444f9e0-d08f-4d08-b625-32f8b37080fd:LOC,6295,6295,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6297,6297,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6298,6298,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6299,6299,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6300,6300,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6301,6301,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6302,6302,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6303,6303,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6304,6304,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6305,6305,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6306,6306,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6307,6307,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6308,6308,0
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6309,6309,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6310,6310,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6311,6311,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6312,6312,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6313,6313,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6314,6314,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6315,6315,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6316,6316,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6317,6317,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6318,6318,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6319,6319,1
03_1,chouette:TimeTable:2f728ad5-5e52-47c8-9a13-05246eb6f54b:LOC,6320,6320,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6321,6321,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6322,6322,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6323,6323,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6324,6324,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6325,6325,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6326,6326,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6327,6327,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6328,6328,0
04A_1,chouette:TimeTable:4120ec36-f18d-467d-a089-f60a660feb3f:LOC,6329,6329,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6330,6330,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6331,6331,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6332,6332,0
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6333,6333,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6334,6334,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6335,6335,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6336,6336,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6337,6337,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6338,6338,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6339,6339,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6340,6340,1
04A_1,chouette:TimeTable:4120ec36-f18d-467d-a089-f60a660feb3f:LOC,6341,6341,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6342,6342,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6343,6343,1
04A_1,chouette:TimeTable:bbfca664-79d8-4832-813b-2b1356b2eeed:LOC,6344,6344,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6345,6345,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6346,6346,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6347,6347,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6348,6348,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6349,6349,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6350,6350,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6351,6351,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6352,6352,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6353,6353,0
